e+CO2 cross-sections, extrapolated from Mumma et al. [1972]
761,2.6986903E-19,2.7142556E-19
761.1,2.6984211E-19,2.7138170E-19
761.2,2.6981520E-19,2.7133785E-19
761.3,2.6978830E-19,2.7129401E-19
761.4,2.6976140E-19,2.7125018E-19
761.5,2.6973451E-19,2.7120637E-19
761.6,2.6970763E-19,2.7116257E-19
761.7,2.6968075E-19,2.7111878E-19
761.8,2.6965387E-19,2.7107501E-19
761.9,2.6962701E-19,2.7103125E-19
762,2.6960015E-19,2.7098750E-19
762.1,2.6957329E-19,2.7094376E-19
762.2,2.6954644E-19,2.7090004E-19
762.3,2.6951960E-19,2.7085633E-19
762.4,2.6949277E-19,2.7081263E-19
762.5,2.6946594E-19,2.7076895E-19
762.6,2.6943911E-19,2.7072528E-19
762.7,2.6941230E-19,2.7068162E-19
762.8,2.6938549E-19,2.7063797E-19
762.9,2.6935868E-19,2.7059434E-19
763,2.6933188E-19,2.7055072E-19
763.1,2.6930509E-19,2.7050711E-19
763.2,2.6927830E-19,2.7046351E-19
763.3,2.6925152E-19,2.7041993E-19
763.4,2.6922475E-19,2.7037636E-19
763.5,2.6919798E-19,2.7033280E-19
763.6,2.6917122E-19,2.7028926E-19
763.7,2.6914446E-19,2.7024573E-19
763.8,2.6911772E-19,2.7020221E-19
763.9,2.6909097E-19,2.7015870E-19
764,2.6906424E-19,2.7011521E-19
764.1,2.6903750E-19,2.7007173E-19
764.2,2.6901078E-19,2.7002826E-19
764.3,2.6898406E-19,2.6998481E-19
764.4,2.6895735E-19,2.6994136E-19
764.5,2.6893064E-19,2.6989793E-19
764.6,2.6890394E-19,2.6985452E-19
764.7,2.6887725E-19,2.6981111E-19
764.8,2.6885056E-19,2.6976772E-19
764.9,2.6882388E-19,2.6972434E-19
765,2.6879720E-19,2.6968097E-19
765.1,2.6877053E-19,2.6963762E-19
765.2,2.6874387E-19,2.6959428E-19
765.3,2.6871721E-19,2.6955095E-19
765.4,2.6869056E-19,2.6950763E-19
765.5,2.6866392E-19,2.6946433E-19
765.6,2.6863728E-19,2.6942104E-19
765.7,2.6861065E-19,2.6937776E-19
765.8,2.6858402E-19,2.6933449E-19
765.9,2.6855740E-19,2.6929124E-19
766,2.6853079E-19,2.6924800E-19
766.1,2.6850418E-19,2.6920477E-19
766.2,2.6847758E-19,2.6916156E-19
766.3,2.6845098E-19,2.6911835E-19
766.4,2.6842439E-19,2.6907516E-19
766.5,2.6839781E-19,2.6903198E-19
766.6,2.6837123E-19,2.6898882E-19
766.7,2.6834466E-19,2.6894567E-19
766.8,2.6831809E-19,2.6890253E-19
766.9,2.6829153E-19,2.6885940E-19
767,2.6826498E-19,2.6881628E-19
767.1,2.6823843E-19,2.6877318E-19
767.2,2.6821189E-19,2.6873009E-19
767.3,2.6818536E-19,2.6868701E-19
767.4,2.6815883E-19,2.6864395E-19
767.5,2.6813230E-19,2.6860090E-19
767.6,2.6810579E-19,2.6855786E-19
767.7,2.6807928E-19,2.6851483E-19
767.8,2.6805277E-19,2.6847181E-19
767.9,2.6802627E-19,2.6842881E-19
768,2.6799978E-19,2.6838582E-19
768.1,2.6797330E-19,2.6834284E-19
768.2,2.6794682E-19,2.6829988E-19
768.3,2.6792034E-19,2.6825693E-19
768.4,2.6789387E-19,2.6821399E-19
768.5,2.6786741E-19,2.6817106E-19
768.6,2.6784095E-19,2.6812814E-19
768.7,2.6781450E-19,2.6808524E-19
768.8,2.6778806E-19,2.6804235E-19
768.9,2.6776162E-19,2.6799947E-19
769,2.6773519E-19,2.6795661E-19
769.1,2.6770876E-19,2.6791376E-19
769.2,2.6768235E-19,2.6787092E-19
769.3,2.6765593E-19,2.6782809E-19
769.4,2.6762952E-19,2.6778527E-19
769.5,2.6760312E-19,2.6774247E-19
769.6,2.6757673E-19,2.6769968E-19
769.7,2.6755034E-19,2.6765690E-19
769.8,2.6752395E-19,2.6761413E-19
769.9,2.6749758E-19,2.6757138E-19
770,2.6747120E-19,2.6752864E-19
770.1,2.6744484E-19,2.6748591E-19
770.2,2.6741848E-19,2.6744319E-19
770.3,2.6739213E-19,2.6740049E-19
770.4,2.6736578E-19,2.6735780E-19
770.5,2.6733944E-19,2.6731512E-19
770.6,2.6731310E-19,2.6727245E-19
770.7,2.6728677E-19,2.6722980E-19
770.8,2.6726045E-19,2.6718715E-19
770.9,2.6723413E-19,2.6714452E-19
771,2.6720782E-19,2.6710191E-19
771.1,2.6718151E-19,2.6705930E-19
771.2,2.6715522E-19,2.6701671E-19
771.3,2.6712892E-19,2.6697413E-19
771.4,2.6710263E-19,2.6693156E-19
771.5,2.6707635E-19,2.6688900E-19
771.6,2.6705008E-19,2.6684646E-19
771.7,2.6702381E-19,2.6680393E-19
771.8,2.6699755E-19,2.6676141E-19
771.9,2.6697129E-19,2.6671890E-19
772,2.6694504E-19,2.6667640E-19
772.1,2.6691879E-19,2.6663392E-19
772.2,2.6689255E-19,2.6659145E-19
772.3,2.6686632E-19,2.6654899E-19
772.4,2.6684009E-19,2.6650655E-19
772.5,2.6681387E-19,2.6646412E-19
772.6,2.6678765E-19,2.6642169E-19
772.7,2.6676144E-19,2.6637929E-19
772.8,2.6673524E-19,2.6633689E-19
772.9,2.6670904E-19,2.6629450E-19
773,2.6668285E-19,2.6625213E-19
773.1,2.6665666E-19,2.6620977E-19
773.2,2.6663049E-19,2.6616742E-19
773.3,2.6660431E-19,2.6612509E-19
773.4,2.6657814E-19,2.6608276E-19
773.5,2.6655198E-19,2.6604045E-19
773.6,2.6652583E-19,2.6599815E-19
773.7,2.6649968E-19,2.6595587E-19
773.8,2.6647353E-19,2.6591359E-19
773.9,2.6644739E-19,2.6587133E-19
774,2.6642126E-19,2.6582908E-19
774.1,2.6639513E-19,2.6578684E-19
774.2,2.6636901E-19,2.6574462E-19
774.3,2.6634290E-19,2.6570240E-19
774.4,2.6631679E-19,2.6566020E-19
774.5,2.6629069E-19,2.6561801E-19
774.6,2.6626459E-19,2.6557583E-19
774.7,2.6623850E-19,2.6553367E-19
774.8,2.6621242E-19,2.6549152E-19
774.9,2.6618634E-19,2.6544938E-19
775,2.6616026E-19,2.6540725E-19
775.1,2.6613420E-19,2.6536513E-19
775.2,2.6610814E-19,2.6532303E-19
775.3,2.6608208E-19,2.6528093E-19
775.4,2.6605603E-19,2.6523885E-19
775.5,2.6602999E-19,2.6519678E-19
775.6,2.6600395E-19,2.6515473E-19
775.7,2.6597792E-19,2.6511268E-19
775.8,2.6595189E-19,2.6507065E-19
775.9,2.6592587E-19,2.6502863E-19
776,2.6589986E-19,2.6498663E-19
776.1,2.6587385E-19,2.6494463E-19
776.2,2.6584785E-19,2.6490265E-19
776.3,2.6582185E-19,2.6486067E-19
776.4,2.6579586E-19,2.6481871E-19
776.5,2.6576988E-19,2.6477677E-19
776.6,2.6574390E-19,2.6473483E-19
776.7,2.6571793E-19,2.6469291E-19
776.8,2.6569196E-19,2.6465100E-19
776.9,2.6566600E-19,2.6460910E-19
777,2.6564005E-19,2.6456721E-19
777.1,2.6561410E-19,2.6452533E-19
777.2,2.6558815E-19,2.6448347E-19
777.3,2.6556222E-19,2.6444162E-19
777.4,2.6553629E-19,2.6439978E-19
777.5,2.6551036E-19,2.6435795E-19
777.6,2.6548444E-19,2.6431614E-19
777.7,2.6545853E-19,2.6427434E-19
777.8,2.6543262E-19,2.6423254E-19
777.9,2.6540672E-19,2.6419076E-19
778,2.6538082E-19,2.6414900E-19
778.1,2.6535493E-19,2.6410724E-19
778.2,2.6532904E-19,2.6406550E-19
778.3,2.6530317E-19,2.6402377E-19
778.4,2.6527729E-19,2.6398205E-19
778.5,2.6525143E-19,2.6394034E-19
778.6,2.6522556E-19,2.6389864E-19
778.7,2.6519971E-19,2.6385696E-19
778.8,2.6517386E-19,2.6381529E-19
778.9,2.6514802E-19,2.6377363E-19
779,2.6512218E-19,2.6373198E-19
779.1,2.6509635E-19,2.6369035E-19
779.2,2.6507052E-19,2.6364872E-19
779.3,2.6504470E-19,2.6360711E-19
779.4,2.6501888E-19,2.6356551E-19
779.5,2.6499308E-19,2.6352392E-19
779.6,2.6496727E-19,2.6348234E-19
779.7,2.6494148E-19,2.6344078E-19
779.8,2.6491568E-19,2.6339923E-19
779.9,2.6488990E-19,2.6335769E-19
780,2.6486412E-19,2.6331616E-19
780.1,2.6483835E-19,2.6327464E-19
780.2,2.6481258E-19,2.6323314E-19
780.3,2.6478682E-19,2.6319164E-19
780.4,2.6476106E-19,2.6315016E-19
780.5,2.6473531E-19,2.6310869E-19
780.6,2.6470956E-19,2.6306723E-19
780.7,2.6468382E-19,2.6302579E-19
780.8,2.6465809E-19,2.6298435E-19
780.9,2.6463236E-19,2.6294293E-19
781,2.6460664E-19,2.6290152E-19
781.1,2.6458093E-19,2.6286012E-19
781.2,2.6455522E-19,2.6281874E-19
781.3,2.6452951E-19,2.6277736E-19
781.4,2.6450381E-19,2.6273600E-19
781.5,2.6447812E-19,2.6269465E-19
781.6,2.6445243E-19,2.6265331E-19
781.7,2.6442675E-19,2.6261198E-19
781.8,2.6440108E-19,2.6257066E-19
781.9,2.6437541E-19,2.6252936E-19
782,2.6434975E-19,2.6248807E-19
782.1,2.6432409E-19,2.6244679E-19
782.2,2.6429844E-19,2.6240552E-19
782.3,2.6427279E-19,2.6236426E-19
782.4,2.6424715E-19,2.6232302E-19
782.5,2.6422151E-19,2.6228178E-19
782.6,2.6419588E-19,2.6224056E-19
782.7,2.6417026E-19,2.6219935E-19
782.8,2.6414464E-19,2.6215815E-19
782.9,2.6411903E-19,2.6211696E-19
783,2.6409343E-19,2.6207579E-19
783.1,2.6406782E-19,2.6203463E-19
783.2,2.6404223E-19,2.6199348E-19
783.3,2.6401664E-19,2.6195234E-19
783.4,2.6399106E-19,2.6191121E-19
783.5,2.6396548E-19,2.6187009E-19
783.6,2.6393991E-19,2.6182899E-19
783.7,2.6391434E-19,2.6178789E-19
783.8,2.6388878E-19,2.6174681E-19
783.9,2.6386323E-19,2.6170574E-19
784,2.6383768E-19,2.6166469E-19
784.1,2.6381214E-19,2.6162364E-19
784.2,2.6378660E-19,2.6158260E-19
784.3,2.6376107E-19,2.6154158E-19
784.4,2.6373554E-19,2.6150057E-19
784.5,2.6371002E-19,2.6145957E-19
784.6,2.6368451E-19,2.6141858E-19
784.7,2.6365900E-19,2.6137761E-19
784.8,2.6363350E-19,2.6133664E-19
784.9,2.6360800E-19,2.6129569E-19
785,2.6358251E-19,2.6125475E-19
785.1,2.6355702E-19,2.6121382E-19
785.2,2.6353154E-19,2.6117290E-19
785.3,2.6350607E-19,2.6113199E-19
785.4,2.6348060E-19,2.6109110E-19
785.5,2.6345514E-19,2.6105022E-19
785.6,2.6342968E-19,2.6100935E-19
785.7,2.6340423E-19,2.6096849E-19
785.8,2.6337878E-19,2.6092764E-19
785.9,2.6335334E-19,2.6088680E-19
786,2.6332791E-19,2.6084597E-19
786.1,2.6330248E-19,2.6080516E-19
786.2,2.6327706E-19,2.6076436E-19
786.3,2.6325164E-19,2.6072357E-19
786.4,2.6322623E-19,2.6068279E-19
786.5,2.6320082E-19,2.6064202E-19
786.6,2.6317542E-19,2.6060127E-19
786.7,2.6315003E-19,2.6056052E-19
786.8,2.6312464E-19,2.6051979E-19
786.9,2.6309925E-19,2.6047907E-19
787,2.6307388E-19,2.6043836E-19
787.1,2.6304850E-19,2.6039766E-19
787.2,2.6302314E-19,2.6035697E-19
787.3,2.6299778E-19,2.6031630E-19
787.4,2.6297242E-19,2.6027564E-19
787.5,2.6294707E-19,2.6023498E-19
787.6,2.6292173E-19,2.6019434E-19
787.7,2.6289639E-19,2.6015371E-19
787.8,2.6287106E-19,2.6011310E-19
787.9,2.6284573E-19,2.6007249E-19
788,2.6282041E-19,2.6003190E-19
788.1,2.6279510E-19,2.5999131E-19
788.2,2.6276979E-19,2.5995074E-19
788.3,2.6274448E-19,2.5991018E-19
788.4,2.6271918E-19,2.5986963E-19
788.5,2.6269389E-19,2.5982910E-19
788.6,2.6266860E-19,2.5978857E-19
788.7,2.6264332E-19,2.5974806E-19
788.8,2.6261805E-19,2.5970755E-19
788.9,2.6259278E-19,2.5966706E-19
789,2.6256751E-19,2.5962658E-19
789.1,2.6254225E-19,2.5958611E-19
789.2,2.6251700E-19,2.5954566E-19
789.3,2.6249175E-19,2.5950521E-19
789.4,2.6246651E-19,2.5946478E-19
789.5,2.6244127E-19,2.5942436E-19
789.6,2.6241604E-19,2.5938394E-19
789.7,2.6239082E-19,2.5934354E-19
789.8,2.6236560E-19,2.5930316E-19
789.9,2.6234038E-19,2.5926278E-19
790,2.6231518E-19,2.5922241E-19
790.1,2.6228997E-19,2.5918206E-19
790.2,2.6226478E-19,2.5914172E-19
790.3,2.6223959E-19,2.5910138E-19
790.4,2.6221440E-19,2.5906106E-19
790.5,2.6218922E-19,2.5902076E-19
790.6,2.6216404E-19,2.5898046E-19
790.7,2.6213888E-19,2.5894017E-19
790.8,2.6211371E-19,2.5889990E-19
790.9,2.6208855E-19,2.5885963E-19
791,2.6206340E-19,2.5881938E-19
791.1,2.6203825E-19,2.5877914E-19
791.2,2.6201311E-19,2.5873891E-19
791.3,2.6198798E-19,2.5869869E-19
791.4,2.6196285E-19,2.5865849E-19
791.5,2.6193772E-19,2.5861829E-19
791.6,2.6191261E-19,2.5857811E-19
791.7,2.6188749E-19,2.5853794E-19
791.8,2.6186238E-19,2.5849777E-19
791.9,2.6183728E-19,2.5845762E-19
792,2.6181219E-19,2.5841749E-19
792.1,2.6178710E-19,2.5837736E-19
792.2,2.6176201E-19,2.5833724E-19
792.3,2.6173693E-19,2.5829714E-19
792.4,2.6171186E-19,2.5825704E-19
792.5,2.6168679E-19,2.5821696E-19
792.6,2.6166172E-19,2.5817689E-19
792.7,2.6163667E-19,2.5813683E-19
792.8,2.6161162E-19,2.5809678E-19
792.9,2.6158657E-19,2.5805675E-19
793,2.6156153E-19,2.5801672E-19
793.1,2.6153649E-19,2.5797671E-19
793.2,2.6151146E-19,2.5793670E-19
793.3,2.6148644E-19,2.5789671E-19
793.4,2.6146142E-19,2.5785673E-19
793.5,2.6143641E-19,2.5781676E-19
793.6,2.6141140E-19,2.5777680E-19
793.7,2.6138640E-19,2.5773685E-19
793.8,2.6136140E-19,2.5769692E-19
793.9,2.6133641E-19,2.5765699E-19
794,2.6131143E-19,2.5761708E-19
794.1,2.6128645E-19,2.5757718E-19
794.2,2.6126147E-19,2.5753729E-19
794.3,2.6123650E-19,2.5749741E-19
794.4,2.6121154E-19,2.5745754E-19
794.5,2.6118658E-19,2.5741768E-19
794.6,2.6116163E-19,2.5737783E-19
794.7,2.6113668E-19,2.5733800E-19
794.8,2.6111174E-19,2.5729817E-19
794.9,2.6108681E-19,2.5725836E-19
795,2.6106188E-19,2.5721856E-19
795.1,2.6103695E-19,2.5717877E-19
795.2,2.6101203E-19,2.5713899E-19
795.3,2.6098712E-19,2.5709922E-19
795.4,2.6096221E-19,2.5705947E-19
795.5,2.6093731E-19,2.5701972E-19
795.6,2.6091241E-19,2.5697998E-19
795.7,2.6088752E-19,2.5694026E-19
795.8,2.6086263E-19,2.5690055E-19
795.9,2.6083775E-19,2.5686085E-19
796,2.6081288E-19,2.5682116E-19
796.1,2.6078801E-19,2.5678148E-19
796.2,2.6076315E-19,2.5674181E-19
796.3,2.6073829E-19,2.5670215E-19
796.4,2.6071343E-19,2.5666251E-19
796.5,2.6068859E-19,2.5662287E-19
796.6,2.6066374E-19,2.5658325E-19
796.7,2.6063891E-19,2.5654364E-19
796.8,2.6061408E-19,2.5650403E-19
796.9,2.6058925E-19,2.5646444E-19
797,2.6056443E-19,2.5642487E-19
797.1,2.6053962E-19,2.5638530E-19
797.2,2.6051481E-19,2.5634574E-19
797.3,2.6049000E-19,2.5630619E-19
797.4,2.6046521E-19,2.5626666E-19
797.5,2.6044041E-19,2.5622713E-19
797.6,2.6041563E-19,2.5618762E-19
797.7,2.6039084E-19,2.5614812E-19
797.8,2.6036607E-19,2.5610863E-19
797.9,2.6034130E-19,2.5606915E-19
798,2.6031653E-19,2.5602968E-19
798.1,2.6029177E-19,2.5599022E-19
798.2,2.6026702E-19,2.5595078E-19
798.3,2.6024227E-19,2.5591134E-19
798.4,2.6021752E-19,2.5587192E-19
798.5,2.6019279E-19,2.5583250E-19
798.6,2.6016805E-19,2.5579310E-19
798.7,2.6014333E-19,2.5575371E-19
798.8,2.6011860E-19,2.5571433E-19
798.9,2.6009389E-19,2.5567496E-19
799,2.6006918E-19,2.5563560E-19
799.1,2.6004447E-19,2.5559625E-19
799.2,2.6001977E-19,2.5555691E-19
799.3,2.5999508E-19,2.5551759E-19
799.4,2.5997039E-19,2.5547827E-19
799.5,2.5994570E-19,2.5543897E-19
799.6,2.5992103E-19,2.5539968E-19
799.7,2.5989635E-19,2.5536040E-19
799.8,2.5987168E-19,2.5532112E-19
799.9,2.5984702E-19,2.5528186E-19
800,2.5982237E-19,2.5524262E-19
800.1,2.5979771E-19,2.5520338E-19
800.2,2.5977307E-19,2.5516415E-19
800.3,2.5974843E-19,2.5512493E-19
800.4,2.5972379E-19,2.5508573E-19
800.5,2.5969916E-19,2.5504653E-19
800.6,2.5967454E-19,2.5500735E-19
800.7,2.5964992E-19,2.5496818E-19
800.8,2.5962531E-19,2.5492902E-19
800.9,2.5960070E-19,2.5488987E-19
801,2.5957610E-19,2.5485073E-19
801.1,2.5955150E-19,2.5481160E-19
801.2,2.5952691E-19,2.5477248E-19
801.3,2.5950232E-19,2.5473337E-19
801.4,2.5947774E-19,2.5469428E-19
801.5,2.5945317E-19,2.5465519E-19
801.6,2.5942860E-19,2.5461612E-19
801.7,2.5940403E-19,2.5457705E-19
801.8,2.5937947E-19,2.5453800E-19
801.9,2.5935492E-19,2.5449896E-19
802,2.5933037E-19,2.5445993E-19
802.1,2.5930583E-19,2.5442091E-19
802.2,2.5928129E-19,2.5438190E-19
802.3,2.5925676E-19,2.5434290E-19
802.4,2.5923223E-19,2.5430391E-19
802.5,2.5920771E-19,2.5426493E-19
802.6,2.5918319E-19,2.5422597E-19
802.7,2.5915868E-19,2.5418701E-19
802.8,2.5913418E-19,2.5414807E-19
802.9,2.5910968E-19,2.5410913E-19
803,2.5908518E-19,2.5407021E-19
803.1,2.5906069E-19,2.5403130E-19
803.2,2.5903621E-19,2.5399240E-19
803.3,2.5901173E-19,2.5395351E-19
803.4,2.5898725E-19,2.5391463E-19
803.5,2.5896279E-19,2.5387576E-19
803.6,2.5893832E-19,2.5383690E-19
803.7,2.5891387E-19,2.5379806E-19
803.8,2.5888942E-19,2.5375922E-19
803.9,2.5886497E-19,2.5372039E-19
804,2.5884053E-19,2.5368158E-19
804.1,2.5881609E-19,2.5364277E-19
804.2,2.5879166E-19,2.5360398E-19
804.3,2.5876724E-19,2.5356520E-19
804.4,2.5874282E-19,2.5352643E-19
804.5,2.5871840E-19,2.5348767E-19
804.6,2.5869399E-19,2.5344891E-19
804.7,2.5866959E-19,2.5341018E-19
804.8,2.5864519E-19,2.5337145E-19
804.9,2.5862080E-19,2.5333273E-19
805,2.5859641E-19,2.5329402E-19
805.1,2.5857203E-19,2.5325532E-19
805.2,2.5854765E-19,2.5321664E-19
805.3,2.5852328E-19,2.5317796E-19
805.4,2.5849891E-19,2.5313930E-19
805.5,2.5847455E-19,2.5310064E-19
805.6,2.5845019E-19,2.5306200E-19
805.7,2.5842584E-19,2.5302337E-19
805.8,2.5840150E-19,2.5298475E-19
805.9,2.5837716E-19,2.5294614E-19
806,2.5835282E-19,2.5290754E-19
806.1,2.5832849E-19,2.5286895E-19
806.2,2.5830417E-19,2.5283037E-19
806.3,2.5827985E-19,2.5279180E-19
806.4,2.5825554E-19,2.5275324E-19
806.5,2.5823123E-19,2.5271469E-19
806.6,2.5820693E-19,2.5267616E-19
806.7,2.5818263E-19,2.5263763E-19
806.8,2.5815834E-19,2.5259912E-19
806.9,2.5813405E-19,2.5256061E-19
807,2.5810977E-19,2.5252212E-19
807.1,2.5808549E-19,2.5248363E-19
807.2,2.5806122E-19,2.5244516E-19
807.3,2.5803696E-19,2.5240670E-19
807.4,2.5801270E-19,2.5236825E-19
807.5,2.5798844E-19,2.5232981E-19
807.6,2.5796419E-19,2.5229138E-19
807.7,2.5793995E-19,2.5225296E-19
807.8,2.5791571E-19,2.5221455E-19
807.9,2.5789147E-19,2.5217615E-19
808,2.5786724E-19,2.5213776E-19
808.1,2.5784302E-19,2.5209939E-19
808.2,2.5781880E-19,2.5206102E-19
808.3,2.5779459E-19,2.5202266E-19
808.4,2.5777038E-19,2.5198432E-19
808.5,2.5774618E-19,2.5194598E-19
808.6,2.5772198E-19,2.5190766E-19
808.7,2.5769779E-19,2.5186935E-19
808.8,2.5767360E-19,2.5183104E-19
808.9,2.5764942E-19,2.5179275E-19
809,2.5762525E-19,2.5175447E-19
809.1,2.5760108E-19,2.5171620E-19
809.2,2.5757691E-19,2.5167794E-19
809.3,2.5755275E-19,2.5163969E-19
809.4,2.5752859E-19,2.5160145E-19
809.5,2.5750444E-19,2.5156322E-19
809.6,2.5748030E-19,2.5152500E-19
809.7,2.5745616E-19,2.5148679E-19
809.8,2.5743203E-19,2.5144859E-19
809.9,2.5740790E-19,2.5141041E-19
810,2.5738377E-19,2.5137223E-19
810.1,2.5735966E-19,2.5133406E-19
810.2,2.5733554E-19,2.5129591E-19
810.3,2.5731143E-19,2.5125776E-19
810.4,2.5728733E-19,2.5121963E-19
810.5,2.5726323E-19,2.5118150E-19
810.6,2.5723914E-19,2.5114339E-19
810.7,2.5721506E-19,2.5110529E-19
810.8,2.5719097E-19,2.5106720E-19
810.9,2.5716690E-19,2.5102911E-19
811,2.5714283E-19,2.5099104E-19
811.1,2.5711876E-19,2.5095298E-19
811.2,2.5709470E-19,2.5091493E-19
811.3,2.5707064E-19,2.5087689E-19
811.4,2.5704659E-19,2.5083886E-19
811.5,2.5702255E-19,2.5080084E-19
811.6,2.5699851E-19,2.5076283E-19
811.7,2.5697447E-19,2.5072483E-19
811.8,2.5695044E-19,2.5068684E-19
811.9,2.5692642E-19,2.5064887E-19
812,2.5690240E-19,2.5061090E-19
812.1,2.5687839E-19,2.5057294E-19
812.2,2.5685438E-19,2.5053500E-19
812.3,2.5683037E-19,2.5049706E-19
812.4,2.5680637E-19,2.5045913E-19
812.5,2.5678238E-19,2.5042122E-19
812.6,2.5675839E-19,2.5038331E-19
812.7,2.5673441E-19,2.5034542E-19
812.8,2.5671043E-19,2.5030754E-19
812.9,2.5668646E-19,2.5026966E-19
813,2.5666249E-19,2.5023180E-19
813.1,2.5663853E-19,2.5019395E-19
813.2,2.5661457E-19,2.5015610E-19
813.3,2.5659062E-19,2.5011827E-19
813.4,2.5656668E-19,2.5008045E-19
813.5,2.5654274E-19,2.5004264E-19
813.6,2.5651880E-19,2.5000484E-19
813.7,2.5649487E-19,2.4996705E-19
813.8,2.5647094E-19,2.4992927E-19
813.9,2.5644702E-19,2.4989150E-19
814,2.5642311E-19,2.4985374E-19
814.1,2.5639920E-19,2.4981599E-19
814.2,2.5637529E-19,2.4977825E-19
814.3,2.5635139E-19,2.4974052E-19
814.4,2.5632750E-19,2.4970280E-19
814.5,2.5630361E-19,2.4966510E-19
814.6,2.5627972E-19,2.4962740E-19
814.7,2.5625584E-19,2.4958971E-19
814.8,2.5623197E-19,2.4955204E-19
814.9,2.5620810E-19,2.4951437E-19
815,2.5618424E-19,2.4947671E-19
815.1,2.5616038E-19,2.4943907E-19
815.2,2.5613652E-19,2.4940143E-19
815.3,2.5611267E-19,2.4936381E-19
815.4,2.5608883E-19,2.4932619E-19
815.5,2.5606499E-19,2.4928859E-19
815.6,2.5604116E-19,2.4925099E-19
815.7,2.5601733E-19,2.4921341E-19
815.8,2.5599351E-19,2.4917583E-19
815.9,2.5596969E-19,2.4913827E-19
816,2.5594588E-19,2.4910072E-19
816.1,2.5592207E-19,2.4906317E-19
816.2,2.5589827E-19,2.4902564E-19
816.3,2.5587447E-19,2.4898812E-19
816.4,2.5585068E-19,2.4895060E-19
816.5,2.5582689E-19,2.4891310E-19
816.6,2.5580311E-19,2.4887561E-19
816.7,2.5577934E-19,2.4883813E-19
816.8,2.5575557E-19,2.4880066E-19
816.9,2.5573180E-19,2.4876320E-19
817,2.5570804E-19,2.4872575E-19
817.1,2.5568428E-19,2.4868830E-19
817.2,2.5566053E-19,2.4865087E-19
817.3,2.5563678E-19,2.4861345E-19
817.4,2.5561304E-19,2.4857604E-19
817.5,2.5558931E-19,2.4853864E-19
817.6,2.5556558E-19,2.4850125E-19
817.7,2.5554185E-19,2.4846387E-19
817.8,2.5551813E-19,2.4842651E-19
817.9,2.5549442E-19,2.4838915E-19
818,2.5547071E-19,2.4835180E-19
818.1,2.5544700E-19,2.4831446E-19
818.2,2.5542330E-19,2.4827713E-19
818.3,2.5539961E-19,2.4823981E-19
818.4,2.5537592E-19,2.4820250E-19
818.5,2.5535223E-19,2.4816521E-19
818.6,2.5532855E-19,2.4812792E-19
818.7,2.5530488E-19,2.4809064E-19
818.8,2.5528121E-19,2.4805337E-19
818.9,2.5525755E-19,2.4801611E-19
819,2.5523389E-19,2.4797887E-19
819.1,2.5521023E-19,2.4794163E-19
819.2,2.5518658E-19,2.4790440E-19
819.3,2.5516294E-19,2.4786719E-19
819.4,2.5513930E-19,2.4782998E-19
819.5,2.5511567E-19,2.4779278E-19
819.6,2.5509204E-19,2.4775560E-19
819.7,2.5506841E-19,2.4771842E-19
819.8,2.5504480E-19,2.4768125E-19
819.9,2.5502118E-19,2.4764410E-19
820,2.5499757E-19,2.4760695E-19
820.1,2.5497397E-19,2.4756982E-19
820.2,2.5495037E-19,2.4753269E-19
820.3,2.5492678E-19,2.4749557E-19
820.4,2.5490319E-19,2.4745847E-19
820.5,2.5487961E-19,2.4742137E-19
820.6,2.5485603E-19,2.4738429E-19
820.7,2.5483246E-19,2.4734721E-19
820.8,2.5480889E-19,2.4731015E-19
820.9,2.5478532E-19,2.4727309E-19
821,2.5476177E-19,2.4723605E-19
821.1,2.5473821E-19,2.4719901E-19
821.2,2.5471467E-19,2.4716198E-19
821.3,2.5469112E-19,2.4712497E-19
821.4,2.5466759E-19,2.4708796E-19
821.5,2.5464405E-19,2.4705097E-19
821.6,2.5462053E-19,2.4701398E-19
821.7,2.5459700E-19,2.4697701E-19
821.8,2.5457349E-19,2.4694004E-19
821.9,2.5454997E-19,2.4690309E-19
822,2.5452647E-19,2.4686615E-19
822.1,2.5450296E-19,2.4682921E-19
822.2,2.5447947E-19,2.4679229E-19
822.3,2.5445597E-19,2.4675537E-19
822.4,2.5443249E-19,2.4671847E-19
822.5,2.5440900E-19,2.4668157E-19
822.6,2.5438553E-19,2.4664469E-19
822.7,2.5436205E-19,2.4660781E-19
822.8,2.5433859E-19,2.4657095E-19
822.9,2.5431512E-19,2.4653409E-19
823,2.5429167E-19,2.4649725E-19
823.1,2.5426821E-19,2.4646041E-19
823.2,2.5424477E-19,2.4642359E-19
823.3,2.5422132E-19,2.4638677E-19
823.4,2.5419789E-19,2.4634997E-19
823.5,2.5417446E-19,2.4631317E-19
823.6,2.5415103E-19,2.4627639E-19
823.7,2.5412761E-19,2.4623961E-19
823.8,2.5410419E-19,2.4620285E-19
823.9,2.5408078E-19,2.4616609E-19
824,2.5405737E-19,2.4612935E-19
824.1,2.5403397E-19,2.4609261E-19
824.2,2.5401057E-19,2.4605589E-19
824.3,2.5398718E-19,2.4601917E-19
824.4,2.5396379E-19,2.4598247E-19
824.5,2.5394041E-19,2.4594577E-19
824.6,2.5391703E-19,2.4590909E-19
824.7,2.5389366E-19,2.4587241E-19
824.8,2.5387029E-19,2.4583574E-19
824.9,2.5384693E-19,2.4579909E-19
